     b1           SD        b2          SD         a1          SD       a2        SD       g11        SD       g12        SD       g2        SD       g31        SD       g32        SD
0 0.0368224 0.00681707 0.0325831 0.0064775 0.0751642 0.00833915 0.106573 0.00906759 -0.280036 0.0072143 -0.252081 0.00849941 0.502147 0.0163191 0.0879093 0.0182343 0.176278 0.0126189
510 -0.0196892 0.0156612 -0.030005 0.0159734 0.00273918 0.0187944 -0.01043 0.0194721 -0.253096 0.0152196 -0.245667 0.0171398 0.563207 0.0169726 0.0497411 0.0248403 0.131604 0.0230277
