     b1           SD        b2          SD         a1          SD       a2        SD       g11        SD       g12        SD       g2        SD       g31        SD       g32        SD
0 -0.0221285 0.00281895 -0.0402638 0.00240977 0.0581931 0.00256458 0.0522125 0.00241247 -0.0193673 0.0071197 -0.0192472 0.0047602 -0.0243028 0.00724571 -0.0929414 0.00603866 -0.166736 0.00343568
450 -0.0765925 0.00720791 -0.111069 0.00593323 -0.0266579 0.0101323 -0.0306508 0.00993339 -0.0254156 0.0191813 0.072454 0.0149616 -0.0397627 0.0191983 -0.0448113 0.0150526 -0.140441 0.011154
