     b1           SD        b2          SD         a1          SD       a2        SD       g11        SD       g12        SD       g2        SD       g31        SD       g32        SD
0 -0.0221285 0.00281895 -0.0402638 0.00240977 0.0581931 0.00256458 0.0522125 0.00241247 -0.0193673 0.0071197 -0.0192472 0.0047602 -0.0243028 0.00724571 -0.0929414 0.00603866 -0.166736 0.00343568
450 -0.107701 0.00858918 -0.111788 0.00793248 -0.070543 0.0108107 0.0132428 0.015641 0.0407634 0.0223695 0.103865 0.017246 0.0237716 0.0233176 -0.0354208 0.015853 -0.126397 0.0148568
