     b1           SD        b2          SD         a1          SD       a2        SD       g11        SD       g12        SD       g2        SD       g31        SD       g32        SD
0 0.0373922 0.00334012 0.0666543 0.00359751 0.0930187 0.00474096 0.151657 0.00671933 -0.174842 0.00539879 -0.265716 0.00315051 -0.163065 0.0052155 0.18418 0.00799631 0.0897172 0.00564491
340 0.00655258 0.010853 -0.000732759 0.00822044 0.00941281 0.0117245 0.0782687 0.0170404 -0.1506 0.0155065 -0.267148 0.00964656 -0.164271 0.0160128 0.190407 0.0230489 0.0776067 0.0174414
