     b1           SD        b2          SD         a1          SD       a2        SD       g11        SD       g12        SD       g2        SD       g31        SD       g32        SD
0 -0.0777382 0.008341 -0.0852028 0.00790266 0.029015 0.00825496 0.0353394 0.00956163 -0.242492 0.0111173 -0.251588 0.00980893 -0.198068 0.0149272 -0.191474 0.0140159 -0.0375708 0.0147826
450 -0.143823 0.00474992 -0.147261 0.00433711 -0.00636185 0.00658629 -0.00394353 0.00619209 -0.275131 0.00585818 -0.19558 0.00852609 -0.186968 0.00940615 -0.121806 0.00900503 0.176458 0.011371
