     b1           SD        b2          SD         a1          SD       a2        SD       g11        SD       g12        SD       g2        SD       g31        SD       g32        SD
0 -0.0777382 0.008341 -0.0852028 0.00790266 0.029015 0.00825496 0.0353394 0.00956163 -0.242492 0.0111173 -0.251588 0.00980893 -0.198068 0.0149272 -0.191474 0.0140159 -0.0375708 0.0147826
730 -0.0965211 0.00349743 -0.10317 0.00296847 0.0103538 0.00409298 0.0252582 0.00407689 -0.238143 0.00440127 -0.213773 0.00594724 -0.191761 0.0064841 -0.036039 0.00626061 -0.169886 0.00725125
